id;manufacturer_name;reference;supplier_reference;ean13;description.language
786;;29324;29324;8,43512E+12;"<P>Perfecto para épocas de frío, en las que su mascota necesita un sitio que les aporte calor para descansar. Además da intimidad a gatos y perros tímidos, aportandoles intimidad. </P>
<UL>
<LI>Con una abertura de facil acceso y cojín acolchado de espuma desenfundable y lavable a menos de 30º. </LI>
<LI>Hecho con materiales hipoalergénicos y no tóxicos, que evitarán la aparición de alergias en tu mascota. </LI></UL>
<P><STRONG>Medidas:</STRONG> 40 x 40 x 45 cm</P>"
787;;29329;29329;8,43512E+12;"<P>Perfecto para épocas de frío, en las que su mascota necesita un sitio que les aporte calor para descansar. Además da intimidad a gatos y perros tímidos, aportandoles intimidad. Con una abertura de facil acceso y cojín acolchado de espuma desenfundable y lavable a menos de 30º. Hecho con materiales hipoalergénicos y no tóxicos, que evitarán la aparición de alergias en tu mascota. </P>
<P><STRONG>Medidas:</STRONG> 40 x 40 x 45 cm</P>"
1123;;39175;39175;8,43512E+12;"<P>Jersey para perros de color naranja. En la zona del cuello tiene pelito de color blanco que sirve para proteger mejor del frío. El jersey de punto de cruz tiene dos agujeros en las patitas para que se ajuste perfectamente al perrito. </P>
<UL>
<LI>Talla XS (20 cm de largo), para perros mini.</LI></UL>"
1124;;39176;39176;8,43512E+12;"<P>Jersey para perros de color naranja. En la zona del cuello tiene pelito de color blanco que sirve para proteger mejor del frío. El jersey de punto de cruz tiene dos agujeros en las patitas para que se ajuste perfectamente al perrito. </P>
<UL>
<LI>Talla S (25 cm de largo), para perros pequeños.</LI></UL>"
1125;;39177;39177;8,43512E+12;"<P>Jersey para perros de color naranja. En la zona del cuello tiene pelito de color blanco que sirve para proteger mejor del frío. El jersey de punto de cruz tiene dos agujeros en las patitas para que se ajuste perfectamente al perrito. </P>
<UL>
<LI>Talla M (30 cm de largo), para perros medianos.</LI></UL>"
1126;;39178;39178;8,43512E+12;"<P>Jersey para perros de color naranja. En la zona del cuello tiene pelito de color blanco que sirve para proteger mejor del frío. El jersey de punto de cruz tiene dos agujeros en las patitas para que se ajuste perfectamente al perrito. </P>
<UL>
<LI>Talla L (35 cm de largo), para perros medianos y grandes.</LI></UL>"
1127;;39179;39179;8,43512E+12;"<P>Jersey para perros de color naranja. En la zona del cuello tiene pelito de color blanco que sirve para proteger mejor del frío. El jersey de punto de cruz tiene dos agujeros en las patitas para que se ajuste perfectamente al perrito. </P>
<UL>
<LI>Talla XL (40 cm de largo), para perros grandes.</LI></UL>"
1128;;39180;39180;8,43512E+12;"<P>Jersey para perros de color burdeos. En la zona del cuello tiene pelito de color blanco que sirve para proteger mejor del frío. El jersey de punto de cruz tiene dos agujeros en las patitas para que se ajuste perfectamente al perrito. </P>
<UL>
<LI>Talla XS (20 cm de largo), para perros mini.</LI></UL>"
1129;;39181;39181;8,43512E+12;"<P>Jersey para perros de color burdeos. En la zona del cuello tiene pelito de color blanco que sirve para proteger mejor del frío. El jersey de punto de cruz tiene dos agujeros en las patitas para que se ajuste perfectamente al perrito. </P>
<UL>
<LI>Talla S (25 cm de largo), para perros pequeños.</LI></UL>"
1130;;39182;39182;8,43512E+12;"<P>Jersey para perros de color burdeos. En la zona del cuello tiene pelito de color blanco que sirve para proteger mejor del frío. El jersey de punto de cruz tiene dos agujeros en las patitas para que se ajuste perfectamente al perrito. </P>
<UL>
<LI>Talla M (30 cm de largo), para perros medianos.</LI></UL>"
1131;;39183;39183;8,43512E+12;"<P>Jersey para perros de color burdeos. En la zona del cuello tiene pelito de color blanco que sirve para proteger mejor del frío. El jersey de punto de cruz tiene dos agujeros en las patitas para que se ajuste perfectamente al perrito. </P>
<UL>
<LI>Talla L (35 cm de largo), para perros medianos y grandes.</LI></UL>"
1132;;39184;39184;8,43512E+12;"<P>Jersey para perros de color burdeos. En la zona del cuello tiene pelito de color blanco que sirve para proteger mejor del frío. El jersey de punto de cruz tiene dos agujeros en las patitas para que se ajuste perfectamente al perrito. </P>
<UL>
<LI>Talla XL (40 cm de largo), para perros grandes.</LI></UL>"
1133;;39185;39185;8,43512E+12;"<P>Jersey para perros de color azul. En la zona del cuello tiene pelito de color blanco que sirve para proteger mejor del frío. El jersey de punto de cruz tiene dos agujeros en las patitas para que se ajuste perfectamente al perrito. </P>
<UL>
<LI>Talla XS (20 cm de largo), para perros mini.</LI></UL>"
1134;;39186;39186;8,43512E+12;"<P>Jersey para perros de color azul. En la zona del cuello tiene pelito de color blanco que sirve para proteger mejor del frío. El jersey de punto de cruz tiene dos agujeros en las patitas para que se ajuste perfectamente al perrito. </P>
<UL>
<LI>Talla S (25 cm de largo), para perros pequeños.&nbsp; </LI></UL>"
1135;;39187;39187;8,43512E+12;"<P>Jersey para perros de color azul. En la zona del cuello tiene pelito de color blanco que sirve para proteger mejor del frío. El jersey de punto de cruz tiene dos agujeros en las patitas para que se ajuste perfectamente al perrito. </P>
<UL>
<LI>Talla M (30 cm de largo), para perros medianos.</LI></UL>"
1136;;39188;39188;8,43512E+12;"<P>Jersey para perros de color azul. En la zona del cuello tiene pelito de color blanco que sirve para proteger mejor del frío. El jersey de punto de cruz tiene dos agujeros en las patitas para que se ajuste perfectamente al perrito. </P>
<UL>
<LI>Talla L (35 cm de largo), para perros medianos y grandes.</LI></UL>"
1137;;39189;39189;8,43512E+12;"<P>Jersey para perros de color azul. En la zona del cuello tiene pelito de color blanco que sirve para proteger mejor del frío. El jersey de punto de cruz tiene dos agujeros en las patitas para que se ajuste perfectamente al perrito. </P>
<UL>
<LI>Talla XL (40 cm de largo), para perros grandes.</LI></UL>"
1138;;39190;39190;8,43512E+12;"<P>Jersey para perros de color negro. En la zona del cuello tiene pelito de color blanco que sirve para proteger mejor del frío. El jersey de punto de cruz tiene dos agujeros en las patitas para que se ajuste perfectamente al perrito. </P>
<UL>
<LI>Talla XS (20 cm de largo), para perros mini. </LI></UL>"
1139;;39191;39191;8,43512E+12;"<P>Jersey para perros de color negro. En la zona del cuello tiene pelito de color blanco que sirve para proteger mejor del frío. El jersey de punto de cruz tiene dos agujeros en las patitas para que se ajuste perfectamente al perrito. </P>
<UL>
<LI>Talla S (25 cm de largo), para perros pequeños.</LI></UL>"
1140;;39192;39192;8,43512E+12;"<P>Jersey para perros de color negro. En la zona del cuello tiene pelito de color blanco que sirve para proteger mejor del frío. El jersey de punto de cruz tiene dos agujeros en las patitas para que se ajuste perfectamente al perrito. </P>
<UL>
<LI>Talla M (30 cm de largo), para perros medianos.</LI></UL>"
1141;;39193;39193;8,43512E+12;"<P>Jersey para perros de color negro. En la zona del cuello tiene pelito de color blanco que sirve para proteger mejor del frío. El jersey de punto de cruz tiene dos agujeros en las patitas para que se ajuste perfectamente al perrito. </P>
<UL>
<LI>Talla L (35 cm de largo), para perros medianos y grandes.</LI></UL>"
1142;;39194;39194;8,43512E+12;"<P>Jersey para perros de color negro. En la zona del cuello tiene pelito de color blanco que sirve para proteger mejor del frío. El jersey de punto de cruz tiene dos agujeros en las patitas para que se ajuste perfectamente al perrito. </P>
<UL>
<LI>Talla XL (40 cm de largo), para perros grandes.</LI></UL>"
830;;3939;3939;8,43512E+12;"<P>Transportín de plástico para viajar con nuestras mascotas, gatos, perros pequeños o medianos en coche o tren, o para llevarlas de visita al veterinario. </P>
<UL>
<LI>Desmontable. </LI>
<LI>Ventilación por todos los lados. </LI>
<LI>Puerta metálica que encaja mediante pestillos y abridor de resorte. </LI>
<LI>Asa superior de plástico duro. </LI>
<LI>Con apertura superior para refrescar y un pequeño compartimento para guardar objetos de pequeño tamaño. </LI>
<LI>Con capacidad para mascotas de hasta 3 Kg.</LI></UL>"
831;;3940;3940;8,43512E+12;"<P>Transportín de plástico para viajar con nuestras mascotas, gatos, perros pequeños o medianos en coche o tren, o para llevarlas de visita al veterinario. </P>
<UL>
<LI>Desmontable. </LI>
<LI>Ventilación por todos los lados. </LI>
<LI>Puerta metálica que encaja mediante pestillos y abridor de resorte. </LI>
<LI>Asa superior de plástico duro. </LI>
<LI>Con apertura superior para refrescar y un pequeño compartimento para guardar objetos de pequeño tamaño. </LI>
<LI>Con capacidad para mascotas de 3 a 5 Kg.</LI></UL>"
832;;3941;3941;8,43512E+12;"<P>Transportín de plástico para viajar con nuestras mascotas, gatos, perros pequeños o medianos en coche o tren, o para llevarlas de visita al veterinario. </P>
<UL>
<LI>Desmontable. </LI>
<LI>Ventilación por todos los lados. </LI>
<LI>Puerta metálica que encaja mediante pestillos y abridor de resorte. </LI>
<LI>Asa superior de plástico duro. </LI>
<LI>Con apertura superior para refrescar y un pequeño compartimento para guardar objetos de pequeño tamaño.</LI>
<LI>Con capacidad para mascotas de 6 a 9 Kg.</LI></UL>"
833;;3942;3942;8,02297E+12;Transportín muy resistente a los golpes y a las altas temperaturas, para transportar a tus mascotas siempre que viajes. Transportín para perros homologado por la IATA. Con una excelente circulación del aire. Para mascotas hasta 24 Kg.
839;;3970;3970;8,02297E+12;Es de amplia apertura y tiene un enganche especial para conectar con el cinturón de seguridad. Tiene compartimentos para guardar la correa, comida y otros útiles de viaje.
1650;Ecoline;3961;3961;8,00351E+12;"<UL>
<LI>Fabricado con un 90% de plástico reciclado. </LI>
<LI>Ideal para todo tipo de transporte.</LI>
<LI>Insertos para pasar el cinturón de seguridad.</LI>
<LI>Múltiples orificios de ventilación laterales para mayor confort del animal. </LI>
<LI>Resistencia y fácil mantenimiento. </LI>
<LI>Asa que facilita el transporte. </LI>
<LI><STRONG>Peso del animal: 5-6 kg</STRONG></LI></UL>"
1651;Ecoline;3962;3962;8,00351E+12;"<UL>
<LI>Fabricado con un 90 % de plástico reciclado. </LI>
<LI>Ideal para todo tipo de transporte. </LI>
<LI>Insertos para pasar el cinturón de seguridad. </LI>
<LI>Múltiples orificios de ventilación laterales para mayor confort del animal. </LI>
<LI>Resistencia y fácil mantenimiento. </LI>
<LI>Asa que facilita el transporte. </LI>
<LI><STRONG>Peso del animal: 8 kg</STRONG></LI></UL>"
1652;Ecoline;3963;3963;8,00351E+12;"<UL>
<LI>Fabricado con un 90 % de plástico reciclado. </LI>
<LI>Ideal para todo tipo de transporte. </LI>
<LI>Insertos para pasar el cinturón de seguridad. </LI>
<LI>Múltiples orificios de ventilación laterales para mayor confort del animal. </LI>
<LI>Resistencia y fácil mantenimiento. </LI>
<LI>Asa que facilita el transporte. </LI>
<LI><STRONG>Peso del animal: 10-12 kg</STRONG></LI></UL>"
869;;4121;4121;8,43512E+12;Los rascadores son un elemento imprescindible y necesario en toda casa habitada por gatos. Los rascadores concentran toda su atención rascadora y logran que se olviden de sofás, cortinas y otros muebles que podrían sufrir sus arrebatos gatunos.
871;;4124;4124;8,43512E+12;Los rascadores son un elemento imprescindible y necesario en toda casa habitada por gatos. Los rascadores concentran toda su atención rascadora y logran que se olviden de sofás, cortinas y otros muebles que podrían sufrir sus arrebatos gatunos.
875;;4306;4306;8,43512E+12;Los rascadores son un elemento imprescindible y necesario en toda casa habitada por gatos. Los rascadores concentran toda su atención rascadora y logran que se olviden de sofás, cortinas y otros muebles que podrían sufrir sus arrebatos gatunos.
876;;4309;4309;8,43512E+12;Los rascadores son un elemento imprescindible y necesario en toda casa habitada por gatos. Los rascadores concentran toda su atención rascadora y logran que se olviden de sofás, cortinas y otros muebles que podrían sufrir sus arrebatos gatunos.
877;;4315;4315;8,43512E+12;Los rascadores son un elemento imprescindible y necesario en toda casa habitada por gatos. Los rascadores concentran toda su atención rascadora y logran que se olviden de sofás, cortinas y otros muebles que podrían sufrir sus arrebatos gatunos.
878;;43192;43192;8,43512E+12;Los rascadores son un elemento imprescindible y necesario en toda casa habitada por gatos. Los rascadores concentran toda su atención rascadora y logran que se olviden de sofás, cortinas y otros muebles que podrían sufrir sus arrebatos gatunos.
880;;4325;4325;8,43512E+12;"<UL>
<LI>El rascador incluye 3 tornillos y tacos para amarrarlo al suelo.</LI>
<LI>Y también&nbsp;un ratón de peluche para atraerlo a jugar.&nbsp;&nbsp;</LI>
<LI>Los rascadores son un elemento imprescindible y necesario en toda casa habitada por gatos. </LI>
<LI>Los rascadores concentran toda su atención rascadora y logran que se olviden de sofás, cortinas y otros muebles que podrían sufrir sus arrebatos gatunos.</LI></UL>"
881;;43262;43262;8,43512E+12;Los rascadores son un elemento imprescindible y necesario en toda casa habitada por gatos. Los rascadores concentran toda su atención rascadora y logran que se olviden de sofás, cortinas y otros muebles que podrían sufrir sus arrebatos gatunos.
882;OUTLET;4331;4331;8,43512E+12;Los rascadores son un elemento imprescindible y necesario en toda casa habitada por gatos. Los rascadores concentran toda su atención rascadora y logran que se olviden de sofás, cortinas y otros muebles que podrían sufrir sus arrebatos gatunos.
883;;4332;4332;8,43512E+12;Los rascadores son un elemento imprescindible y necesario en toda casa habitada por gatos. Los rascadores concentran toda su atención rascadora y logran que se olviden de sofás, cortinas y otros muebles que podrían sufrir sus arrebatos gatunos.
884;;4333;4333;8,43512E+12;Los rascadores son un elemento imprescindible y necesario en toda casa habitada por gatos. Los rascadores concentran toda su atención rascadora y logran que se olviden de sofás, cortinas y otros muebles que podrían sufrir sus arrebatos gatunos.
885;;4335;4335;8,43512E+12;Los rascadores son un elemento imprescindible y necesario en toda casa habitada por gatos. Los rascadores concentran toda su atención rascadora y logran que se olviden de sofás, cortinas y otros muebles que podrían sufrir sus arrebatos gatunos.
886;;4336;4336;8,43512E+12;Los rascadores son un elemento imprescindible y necesario en toda casa habitada por gatos. Los rascadores concentran toda su atención rascadora y logran que se olviden de sofás, cortinas y otros muebles que podrían sufrir sus arrebatos gatunos.
887;;4340;4340;8,43512E+12;Los rascadores son un elemento imprescindible y necesario en toda casa habitada por gatos. Los rascadores concentran toda su atención rascadora y logran que se olviden de sofás, cortinas y otros muebles que podrían sufrir sus arrebatos gatunos.
888;;43751;43751;8,43512E+12;Los rascadores son un elemento imprescindible y necesario en toda casa habitada por gatos. Los rascadores concentran toda su atención rascadora y logran que se olviden de sofás, cortinas y otros muebles que podrían sufrir sus arrebatos gatunos.
889;;4386;4386;8,43512E+12;"<UL>
<LI>Árbol-Rascador con espacios para la vigilancia, columnas para rascar y varios niveles de altura. 
<LI>Con cueva para cobijarse. 
<LI>Los rascadores son un elemento imprescindible y necesario en toda casa habitada por gatos. 
<LI>Concentran toda su atención rascadora y logran que se olviden de sofás, cortinas y otros muebles que podrían sufrir sus arrebatos gatunos.
<LI>Medidas: 45 x 45 x 142 cm </LI>
<LI>Color: gris.</LI></UL>"
890;;4387;4387;8,43512E+12;Rascador con espacios para la vigilancia y columnas para rascar. Un lugar ideal para los gatos. Medidas: 50 x 50 x 108 cm.
891;OUTLET;4388;4388;8,43512E+12;Los rascadores son un elemento imprescindible y necesario en toda casa habitada por gatos. Los rascadores concentran toda su atención rascadora y logran que se olviden de sofás, cortinas y otros muebles que podrían sufrir sus arrebatos gatunos.
892;OUTLET;4151;4151;8,43512E+12;Los rascadores son un elemento imprescindible y necesario en toda casa habitada por gatos. Los rascadores concentran toda su atención rascadora y logran que se olviden de sofás, cortinas y otros muebles que podrían sufrir sus arrebatos gatunos.
894;;4160;4160;8,43512E+12;Los rascadores son un elemento imprescindible y necesario en toda casa habitada por gatos. Los rascadores concentran toda su atención rascadora y logran que se olviden de sofás, cortinas y otros muebles que podrían sufrir sus arrebatos gatunos.
895;;4161;4161;8,43512E+12;Los rascadores son un elemento imprescindible y necesario en toda casa habitada por gatos. Los rascadores concentran toda su atención rascadora y logran que se olviden de sofás, cortinas y otros muebles que podrían sufrir sus arrebatos gatunos.
896;;4163;4163;8,43512E+12;Los rascadores son un elemento imprescindible y necesario en toda casa habitada por gatos. Los rascadores concentran toda su atención rascadora y logran que se olviden de sofás, cortinas y otros muebles que podrían sufrir sus arrebatos gatunos.
897;;4165;4165;8,43512E+12;Los rascadores son un elemento imprescindible y necesario en toda casa habitada por gatos. Los rascadores concentran toda su atención rascadora y logran que se olviden de sofás, cortinas y otros muebles que podrían sufrir sus arrebatos gatunos.
898;;4166;4166;8,43512E+12;Los rascadores son un elemento imprescindible y necesario en toda casa habitada por gatos. Los rascadores concentran toda su atención rascadora y logran que se olviden de sofás, cortinas y otros muebles que podrían sufrir sus arrebatos gatunos.
1144;;4169;4169;8,43512E+12;El rascador para gatos Triangle es un rascador con zona interior de descanso en forma de pirámide triangular. En la parte exterior tiene una cuerda que lleva colgando una pluma para que el gato juegue. Es plegable.
1145;;4176;4176;8,43512E+12;El rascador para gatos Boat tiene forma de barco con velas. En el interior tiene una zona acolchada de descanso que sirve como camita. Además, en la zona superior del mástil tiene una pelotita de pelito que sirve para que el gato juegue.
1146;;4177;4177;8,43512E+12;La casita para gatos Cherry es una caja de madera de forma cuadrada que servirá de zona de descanso para el gato. Con una entrada con forma de gatito, el animal se sentirá seguro en el interior de la casita. Está elevado por cuatro patitas de madera.
1147;;4180;4180;8,43512E+12;El rascador para gatos Pine Tree mide 60 cm y tiene dos alturas. Una para que el gato descanse en una zona cubierta y otra para que el gato juegue. Una pelotita de pelo colgante sirve para que el gato juegue en lo alto del rascador.
1148;;4181;4181;8,43512E+12;El rascador para gatos Olive mide 66 cm y tiene dos alturas. Una para que el gato descanse y otra para que el gato juegue. Una pelotita de pelo colgante sirve para que el gato juegue en lo alto del rascador.
1149;;4183;4183;8,43512E+12;El rascador para gatos Dynamic mide 80 cm y tiene dos alturas  para que el gato juegue o rasque como más le apetezca. Tiene una zona de descanso cubierta y un trípode con pelotitas de pelito colgantes.
1150;;4184;4184;8,43512E+12;El rascador para gatos Oak mide 85 cm y tiene dos alturas que se pueden estructurar de distintas formas para que el gato juegue o rasque como más le apetezca. Tiene una zona de descanso cubierta y una pelota de pelito colgante para que juegue además de rascar.
1151;;4185;4185;8,43512E+12;"<P>El rascador para gatos Mobility mide 1,38 metros y está dividido en tres alturas que se pueden estructurar de distintas formas para que el gato juegue o rasque como más le apetezca. </P>
<P>Tiene dos zonas de descanso interiores cubiertas y algunas bolas de pelo colgantes que le permiten jugar y entretenerse, además de rascar.</P>"
1152;;4189;4189;8,43512E+12;El rascador para gatos Ficus mide 1,02 metros y tiene tres alturas que se pueden estructurar de distintas formas para que el gato juegue o rasque como más le apetezca. Tiene una zona de descanso cubierta y una pelota de pelito colgante para que juegue además de rascar.
1153;;4191;4191;8,43512E+12;El rascador para gatos Nude mide 97 cm y tiene dos alturas que se pueden estructurar de distintas formas para que el gato juegue o rasque como más le apetezca. Tiene una zona de descanso cubierta y una pelota de pelito colgante para que juegue además de rascar.
1154;;4194;4194;8,43512E+12;El rascador para gatos Ice mide 1,17 metros y está dividido en dos alturas que se pueden estructurar de distintas formas para que el gato juegue o rasque como más le apetezca. Tiene una cama extraíble y una bola de pelo colgante que le permite jugar y entretenerse, además de rascar.
1155;;4195;4195;8,43512E+12;El rascador para gatos Snow mide 1,46 metros y está dividido en tres alturas que se pueden estructurar de distintas formas para que el gato juegue o rasque como más le apetezca. Tiene una zona de descanso interior cubierta, una cama extraíble y una bola de pelo colgante que le permite jugar y entretenerse, además de rascar.
1158;;4346;4346;8,43512E+12;El rascador de cartón para gatos Young está pensado para que el felino se pase horas y horas rascando. La superficie es suficientemente ancha para que se pueda tumbar mientras rasca los bordes.
1159;;4348;4348;8,43512E+12;El rascador de cartón para gatos Green está pensado para que el felino se pase horas y horas rascando. La superficie es suficientemente ancha para que se pueda tumbar mientras rasca el cartón.
1161;;4350;4350;8,43512E+12;"<P>El rascador de cartón para gatos Natural está pensado como una caja de zapatos con un rascador en el interior. Su diseño está hecho para que el gatito pueda tumbarse encima o rascar el cartón durante horas.</P>
<UL>
<LI>Viene con&nbsp;4 recambios más para utilizar cuando se gaste una base.</LI></UL>"
2097;OUTLET;4150;4150;8,43512E+12;Los rascadores son un elemento imprescindible y necesario en toda casa habitada por gatos. Los rascadores concentran toda su atención rascadora y logran que se olviden de sofás, cortinas y otros muebles que podrían sufrir sus arrebatos gatunos.
1022;;2882;2882;8,43512E+12;Los bolsos/Mochilas permiten escoger el modo para transportar nuestra mascota. Si utilizamos la mochila lo podemos llevar cómodamente en la espalda, sin tener las manos ocupadas ni tener que soportar su peso. Y si preferimos utilizarlo como bolso eso nos permite llevarlos de forma segura cerca nuestro. Esta bolsa/mochila tiene salida por los dos extremos y permite que asomen sus cabezitas por una obertura superior. Tiene también un bolsillo para llevar algún snack o cualquier cosa que necesitemos.
1024;;3199;3199;8,43512E+12;Transportín de color gris, con una entrada lateral, muy bien ventilado gracias a los agujeros de malla. Ideal para llevar pequeños animales al veterinario, de viaje o vacaciones. Hecho de plástico suave, pero resistente. Interior con alfombrilla pegada al suelo mediante velcro. Lleva incorporada una asa de tela para el transporte y también incluye una cinta para colgar del hombro de una longitud extensible de entre 60 y 110 cm.
1025;;3207;3207;8,43512E+12;"<UL>
<LI>Bolso semi-rígido con manija maletín para el transporte de mascotas</LI>
<LI>Bandolera extraible. </LI>
<LI>Entradas por el extremo mediante cremalleras. </LI>
<LI>Mallas de ventilación.</LI></UL>"
1026;;3208;3208;8,43512E+12;"<UL>
<LI>Bolso semi-rígido con manija maletín para el transporte de mascotas </LI>
<LI>Bandolera extraible. </LI>
<LI>Entradas por el extremo mediante cremalleras, </LI>
<LI>Mallas de ventilación.</LI></UL>"
1027;;3209;3209;8,43512E+12;"<UL>
<LI>Bolso semi-rígido con manija maletín para el transporte de mascotas </LI>
<LI>Bandolera extraible. </LI>
<LI>Entradas por el extremo mediante cremalleras, </LI>
<LI>Mallas de ventilación.</LI></UL>"
1036;;33176;33176;8,43512E+12;"<UL>
<LI>Bolso transportín semi-rígido con manija maletín para el transporte de mascotas. </LI>
<LI>Asa para colgar al hombro, </LI>
<LI>Entrada por un extremo, </LI>
<LI>Ccremallera para abrir en su totalidad como una puerta abatible. </LI>
<LI>Con una pequeña visera para proteger del sol. </LI>
<LI>En el interior hay una pequeña correa con mosquetón para atar al collar.</LI></UL>"
1037;;33179;33179;8,43512E+12;"<UL>
<LI>Bolso semi-rígido con manija maletín y cinturón bandolera para el transporte de mascotas. 
<LI>Entrada por el extremo. 
<LI>Con cremallera para abrir en su totalidad como una puerta abatible. 
<LI>Totalmente desmontable en una pieza. 
<LI>Ventilación por un lateral y por los dos extremos. 
<LI>Pequeña correa con mosquetón. 
<LI>Para gatos, perros pequeños y otras mascotas de reducido tamaño.</LI></UL>"
1039;;33182;33182;8,43512E+12;"<UL>
<LI>Bolso de mano para el transporte de pequeñas mascotas. 
<LI>Muy ligero. 
<LI>Buena Ventilación. 
<LI>Aperturas laterales mediante cremallera. 
<LI>Cómoda base acolchada con piel de borreguito fijada con velcro. 
<LI>Bolsillo lateral. 
<LI>Automontable en una pieza. 
<LI>Pequeña correa con mosquetón. 
<LI>Fijación de apertura lateral con botones magnéticos.
<LI>Para mascotas hasta 6 kg</LI></UL>"
1041;;33184;33184;8,43512E+12;"<UL>
<LI>Bolsa para el transporte de pequeñas mascotas hasta 7 kilos.&nbsp; 
<LI>En color azul y negro. 
<LI>Con aperturas laterales con cremallera. 
<LI>Asas de mano y bandolera. 
<LI>Interior acolchado con piel de borreguito. 
<LI>Apertura lateral completa en un lado, y apertura enroscable y con fijación velcro en el otro. 
<LI>Pequeña correa con mosquetón para collar.</LI></UL>"
1042;;33186;33186;8,43512E+12;"<UL>
<LI>Bolsa para transportar máscotas de un tamaño no muy grande. </LI>
<LI>Con asas para colgar al hombro y asas de mano. </LI>
<LI>Dos aperturas una superior y otra lateral. </LI>
<LI>Cierres mediante cremalleras. </LI>
<LI>Tela de rejilla en todos los lados para una buena ventilación. </LI>
<LI>Superficie acolchada con tela de borreguito. </LI>
<LI>Para mascotas de hasta 7 kilos.</LI></UL>"
1043;;33187;33187;8,43512E+12;"<UL>
<LI>Bolsa para transportar máscotas de un tamaño no muy grande. </LI>
<LI>Con asas para colgar al hombro y asas de mano. </LI>
<LI>Dos aperturas una superior y otra lateral. </LI>
<LI>Cierres mediante cremalleras. </LI>
<LI>Tela de rejilla en todos los lados para una buena ventilación. </LI>
<LI>Superficie acolchada con tela de borreguito. </LI>
<LI>Para mascotas de hasta 7 kilos.</LI></UL>"
1044;;33188;33188;8,43512E+12;"<UL>
<LI>Bolsa/Mochila para transportar pequeñas mascotas. </LI>
<LI>Con buena ventilación,</LI>
<LI>Aperturapor los dos laterales y apertura superior para cabeza. </LI>
<LI>Base acolchada con piel de borreguito. </LI>
<LI>2 Bolsillos uno en la parte frontal y otro en los tirantes de la mochila para pequeños objetos. </LI>
<LI>Correa con mosquetón en el interior. </LI></UL>"
1045;;33189;33189;8,43512E+12;"<P>La Mochila ""Front"" es una mochila ideal para llevar a nuestra mascota de viaje o de paseo. Se coloca de forma frontal de manera que mantenemos siempre a nuestra mascota atendida. Viene con cremallera y bolsillos para guardar snacks o juguetes. Es perfecta para perros pequeños. Los tirantes son anchos y cómodos de llevar. </P>
<UL>
<LI>Se adapta a mascotas de hasta 5 kg.&nbsp; </LI>
<LI>Mochila frontal de transporte para perros pequeños, </LI>
<LI>Medida: 30 x 20 x 34 cm.</LI></UL>"
181;;2543;2543;8,43512E+12;MODO DE EMPLEO: Aplicar la colonia pulverizando a contrapelo, teniendo la precaución de no aplicarla sobre ojos ni mucosas. COMPOSICIÓN: Agua, alcoholes, perfume y excipientes. USO EN ANIMALES Capacidad: 125ml
182;;2544;2544;8,43512E+12;MODO DE EMPLEO: Aplicar la colonia pulverizando a contrapelo, teniendo la precaución de no aplicarla sobre ojos ni mucosas. COMPOSICIÓN: Agua, alcoholes, perfume y excipientes. USO EN ANIMALES Capacidad: 125ml
183;;2545;2545;8,43512E+12;MODO DE EMPLEO: Aplicar la colonia pulverizando a contrapelo, teniendo la precaución de no aplicarla sobre ojos ni mucosas. COMPOSICIÓN: Agua, alcoholes, perfume y excipientes. USO EN ANIMALES Capacidad: 125ml
184;;2546;2546;8,43512E+12;MODO DE EMPLEO: Aplicar la colonia pulverizando a contrapelo, teniendo la precaución de no aplicarla sobre ojos ni mucosas. COMPOSICIÓN: Agua, alcoholes, perfume y excipientes. USO EN ANIMALES Capacidad: 125ml
1093;;39145;39145;8,43512E+12;"<P>Chaleco acolchado para perros de color beige. En la parte del lomo tiene una cremallera que permite hacer pasar la correa para unos paseos agradables con estilo. En la parte del abdomen tiene dos tiras de velcro que permiten ajustarlo al tamaño del perro. Un buen aislante del frío para tu mascota. </P>
<UL>
<LI>Talla XS (20 cm de largo), para perros mini.</LI></UL>"
1094;;39146;39146;8,43512E+12;"<P>Chaleco acolchado para perros de color beige. En la parte del lomo tiene una cremallera que permite hacer pasar la correa para unos paseos agradables con estilo. En la parte del abdomen tiene dos tiras de velcro que permiten ajustarlo al tamaño del perro. Un buen aislante del frío para tu mascota. </P>
<UL>
<LI>Talla S (25 cm de largo), para perros pequeños.</LI></UL>"
1095;;39147;39147;8,43512E+12;"<P>Chaleco acolchado para perros de color beige. En la parte del lomo tiene una cremallera que permite hacer pasar la correa para unos paseos agradables con estilo. En la parte del abdomen tiene dos tiras de velcro que permiten ajustarlo al tamaño del perro. Un buen aislante del frío para tu mascota. </P>
<UL>
<LI>Talla M (30 cm de largo), para perros medianos.</LI></UL>"
1096;;39148;39148;8,43512E+12;"<P>Chaleco acolchado para perros de color beige. En la parte del lomo tiene una cremallera que permite hacer pasar la correa para unos paseos agradables con estilo. En la parte del abdomen tiene dos tiras de velcro que permiten ajustarlo al tamaño del perro. Un buen aislante del frío para tu mascota. </P>
<UL>
<LI>Talla L (35 cm de largo), para perros medianos y grandes.</LI></UL>"
